the_geom,sec,dem,eleccion,ln,pe,pan,pri,prd,pvem,pt,mc,morena,elige,pes,rsp,fxm,pt_morena,cnr,nulos,total_emitida,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_,pvem_p,pt_p,mc_p,morena_p,elige_p,pes_p,rsp_p,fxm_p,pt_morena_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_p,coal_prd_,coal_pvem_p,coal_mc_p,coal_morena_pt,agregado_otros_p,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E61000000100000001030000000100000028000000A99EFD4894CB58C0CC41AA73305E33402C3E568995CB58C02B7F8AC9255E334061234A4298CB58C0CA05F671075E334012C4AFD198CB58C0BB902746FF5D334027EEE108A0CB58C0572F4DCEA95D334053E62F31A5CB58C0E61089E46A5D3340DDC14177A7CB58C0F1439C9B4B5D3340FB77343CA8CB58C021ACB238435D3340E20471D3B0CB58C0B32A4C71D65C3340D9C80B80B1CB58C0979BA2A7CC5C3340ABEC0B26B3CB58C0BE8E9A8CB35C3340F09E6AF4B0CB58C05800FA0CBB5C33405221D9BBAECB58C0D74701DBC25C3340272B7D1D9ECB58C0CAA0B175D85C3340E8877FAE99CB58C0A97AE62ADD5C33401F3F3E048FCB58C0DD3A9DDEDD5C33405016DEE088CB58C0B011C190DC5C3340C3DBBA5186CB58C0B4217E30DF5C3340ADF9BDDD83CB58C0A31F3A48E25C3340A20C56E881CB58C0ECFFB8E8E55C334005E5180580CB58C0291423CFEA5C3340443A55587DCB58C00A38FC97F45C33406C7BC02C7CCB58C0DDCDBB81F95C3340EA2A6B0E7BCB58C0726E9120FE5C3340F0B8E2E178CB58C04B6AB1C6075D33409F914B3878CB58C0E8312A350C5D334086E05E5A75CB58C07C9464A71D5D334019F7FE6372CB58C0E44FA4882A5D33400CF6B9886FCB58C01C2E7747375D33401106739C68CB58C0835144C5515D3340F680246F61CB58C0865704566A5D3340785A9D1D5FCB58C054068A45725D3340A2E17E5D5DCB58C01AED5A43785D33403E2ECA1A61CB58C0D239A883885D33405BF8A9F170CB58C08AE58759CD5D3340CFD8362C7BCB58C0E6260B16F85D3340716E480A82CB58C0EEF6172B0B5E3340F216AC6C88CB58C096ED466F185E3340FB3AFCC091CB58C0C573C9542B5E3340A99EFD4894CB58C0CC41AA73305E3340,4474,BENITO JUAREZ,2021,665,679,396,23,6,1,2,6,33,0,2,0,2,2,0,5,478,396,33,23,363,0.7594142259,10,0.020920502,0.7187969925,82.85%,4.81%,1.26%,0.21%,0.42%,1.26%,6.90%,0.00%,0.42%,0.00%,0.42%,0.42%,0.00%,1.05%,100.00%,82.85%,6.90%,4.81%,PAN,MORENA,PRI,82.85%,4.81%,1.26%,0.21%,1.26%,7.74%,1.88%,100.00%,82.85%,7.74%,4.81%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000190000000D4B4C5659CB58C0819CED24935D3340F88212D55CCB58C02BAB64B4805D3340A2E17E5D5DCB58C01AED5A43785D334062E393C855CB58C0DD6FC2345B5D3340EDFC79FC4CCB58C00D39817D395D3340FDF126592FCB58C0431D12E6C75C3340092EF1762BCB58C06DA4F5A8BA5C3340F27AE40829CB58C05085343FAF5C3340DF26B46D1ECB58C0D7E4A27B705C33409E9B5AD11CCB58C0230DACC3745C3340AE547EDA1BCB58C0AC55D553775C33403ADBB20F0BCB58C01CADFB15B25C33400D0B31E901CB58C065484F24D25C3340F2CF347200CB58C070FEF544D75C3340F09189EEFBCA58C0FE5F1F38F75C3340D1FDBC55FBCA58C06262846EFC5C33402A3E57A1F7CA58C08491D9C81C5D3340E1EA61440FCB58C04111A5643E5D3340865006F10BCB58C0F5617013725D3340F913C86828CB58C092A0E8C68B5D33400B1767542ACB58C0B17639BA665D3340DA00C19236CB58C01E77FF0A785D3340B25C966E42CB58C0672C62D0885D33404AC482C14ECB58C03CE4F7AC8C5D33400D4B4C5659CB58C0819CED24935D3340,4475,BENITO JUAREZ,2021,2267,2303,1258,81,12,6,9,31,188,2,3,4,0,3,1,21,1619,1258,188,81,1070,0.6609017912,107,0.066090179,0.7141596824,77.70%,5.00%,0.74%,0.37%,0.56%,1.91%,11.61%,0.12%,0.19%,0.25%,0.00%,0.19%,0.06%,1.30%,100.00%,77.70%,11.61%,5.00%,PAN,MORENA,PRI,77.70%,5.00%,0.74%,0.37%,1.91%,12.35%,1.91%,100.00%,77.70%,12.35%,5.00%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F0000008B31D8591FCB58C0C5F29767215E3340F913C86828CB58C092A0E8C68B5D3340865006F10BCB58C0F5617013725D3340E1EA61440FCB58C04111A5643E5D33402A3E57A1F7CA58C08491D9C81C5D3340E0E71CC6EBCA58C0732D457A0B5D334088157F92DFCA58C0AD9DEE75F95C3340AA6093F1D1CA58C03CDB79BD3F5D3340AC1C39DCBACA58C00BB64035C85D33403B1A320CC6CA58C075498923D25D3340AD784660D2CA58C028F70F15DD5D3340A31E448AEACA58C0C49BFA87F25D334016A4C22903CB58C0441FF462085E3340DFC43D9C11CB58C0E46E8B35155E33408B31D8591FCB58C0C5F29767215E3340,4476,BENITO JUAREZ,2021,2564,2601,1352,81,13,7,9,13,199,2,9,7,3,6,0,25,1726,1352,199,81,1153,0.6680185400,118,0.068366165,0.6731669267,78.33%,4.69%,0.75%,0.41%,0.52%,0.75%,11.53%,0.12%,0.52%,0.41%,0.17%,0.35%,0.00%,1.45%,100.00%,78.33%,11.53%,4.69%,PAN,MORENA,PRI,78.33%,4.69%,0.75%,0.41%,0.75%,12.40%,2.67%,100.00%,78.33%,12.40%,4.69%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001A0000002A3E57A1F7CA58C08491D9C81C5D3340D1FDBC55FBCA58C06262846EFC5C3340F09189EEFBCA58C0FE5F1F38F75C3340F2CF347200CB58C070FEF544D75C33400D0B31E901CB58C065484F24D25C33403ADBB20F0BCB58C01CADFB15B25C3340AE547EDA1BCB58C0AC55D553775C33409E9B5AD11CCB58C0230DACC3745C3340DF26B46D1ECB58C0D7E4A27B705C3340B415E7F21CCB58C01C291976695C3340E186B4371ACB58C04E0929805C5C33402548CABE17CB58C06FECBC2D535C33406C4356B911CB58C0A788B41F3D5C3340326C223B09CB58C09325B4D8275C33409999ACD1FECA58C053CF0AD10E5C3340DB12177DFECA58C0869CF962125C334033338609FECA58C047A2AC43175C334043A225BAFDCA58C0F5E2599D1A5C3340677FC04BF7CA58C08E72A6D24A5C3340AE64DB1BF3CA58C0BFD56BCF6C5C33407D8A837BF0CA58C067833EB8845C33407643274AEDCA58C0C25B37C9A15C334041A2928EE6CA58C0C10686DCD85C334088157F92DFCA58C0AD9DEE75F95C3340E0E71CC6EBCA58C0732D457A0B5D33402A3E57A1F7CA58C08491D9C81C5D3340,4477,BENITO JUAREZ,2021,1557,1589,801,49,11,3,9,16,171,2,5,1,2,5,0,13,1088,801,171,49,630,0.5790441176,122,0.112132353,0.6987797046,73.62%,4.50%,1.01%,0.28%,0.83%,1.47%,15.72%,0.18%,0.46%,0.09%,0.18%,0.46%,0.00%,1.19%,100.00%,73.62%,15.72%,4.50%,PAN,MORENA,PRI,73.62%,4.50%,1.01%,0.28%,1.47%,17.00%,2.11%,100.00%,73.62%,17.00%,4.50%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000022000000541C3F91BBCB58C09C2524B0CD5D3340561ADE2ABDCB58C0D790F2E3CB5D33401EAF19D6C5CB58C0266CEE4DB85D334060D7B286C7CB58C01A72C1AAC05D3340F185592FC8CB58C0D65460EDC35D3340DFB6181ECACB58C0626DDF33C85D334022EF0700CCCB58C0C8769484CA5D3340A8729241D5CB58C086859B8BB35D3340D4CE2894D9CB58C062E00CDDA95D3340C47DEC08DACB58C0DAAB627FA55D3340472281F9DACB58C0B2588E809C5D3340C2F4B83DDACB58C03E96F270925D33400AC2FE81D7CB58C0FF0CCABF875D33405DC6BEE5D5CB58C017769DFE7D5D3340A660AFFED5CB58C05C8E20CF3E5D3340C591C8F3D5CB58C044F93A53385D33403E7F04A5D5CB58C0D561967A095D3340F2092632D6CB58C0DB45BA55C95C3340373A4079D6CB58C056E0A404A95C3340D5483F8AD6CB58C0E733164BA15C3340412DA3A4D6CB58C0488B6C4C955C334023A13CB4D2CB58C0133E1A4D985C3340AA0A478EC7CB58C00DD76C75915C33403C827EF8BFCB58C02DFBAE699A5C3340ABEC0B26B3CB58C0BE8E9A8CB35C3340D9C80B80B1CB58C0979BA2A7CC5C3340E20471D3B0CB58C0B32A4C71D65C3340FB77343CA8CB58C021ACB238435D3340DDC14177A7CB58C0F1439C9B4B5D334053E62F31A5CB58C0E61089E46A5D334027EEE108A0CB58C0572F4DCEA95D3340F16B8AB6ACCB58C05D5143B6B85D33400A329AE2B8CB58C0C4B9BBCDC75D3340541C3F91BBCB58C09C2524B0CD5D3340,4478,BENITO JUAREZ,2021,1104,1124,626,50,1,2,6,14,84,2,3,1,1,0,1,15,806,626,84,50,542,0.6724565757,34,0.042183623,0.7300724638,77.67%,6.20%,0.12%,0.25%,0.74%,1.74%,10.42%,0.25%,0.37%,0.12%,0.12%,0.00%,0.12%,1.86%,100.00%,77.67%,10.42%,6.20%,PAN,MORENA,PRI,77.67%,6.20%,0.12%,0.25%,1.74%,11.17%,2.85%,100.00%,77.67%,11.17%,6.20%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000021000000F76F28F801CC58C01931162E5D603340548B3CA802CC58C06237DDE7456033408293E10703CC58C071606643396033407F6D3C3004CC58C069F5FB1612603340BF20BFF104CC58C07739B482F85F33406B84F55705CC58C06CD4A0B8E95F3340505B24F105CC58C0B5C78D8ED35F3340196F976806CC58C01A7DF545C25F3340E400023908CC58C015D93A137F5F3340F27C2BCA08CC58C0570E1B126A5F33400C8B42ED08CC58C0325F4BFE645F3340AB0F6FA609CC58C0B18E07D3595F33402FD54D4A01CC58C027AB6FF2585F334057EDC9B3FFCB58C016CD3BD95C5F33404C231832FCCB58C05A93D776655F3340D8BDD4B5F3CB58C055F03FA7355F3340398F206CE8CB58C07D44FDF5135F3340B04DA263E8CB58C0E60418461E5F334075B05ED4D9CB58C017987201F75E334050613114D8CB58C055D78424105F334090A6799AD7CB58C0F95806BE135F33404923803AD5CB58C01AB53848345F33409DF18C52D5CB58C07119EEC3375F334026FD5AFDD2CB58C0429716B7515F334057DB0B7FCFCB58C09C3AABF84C5F33402235E1F1CBCB58C0BABB8C67695F3340A37D65BDC8CB58C0E7B06210835F3340994017A4EACB58C000BDA06BBD5F3340D1A6F06EE4CB58C0DC816674FE5F3340223DACE2E1CB58C03823D925196033409A5689C2DECB58C030C0B8DB3960334086D3F69FF1CB58C027919CC84C603340F76F28F801CC58C01931162E5D603340,4479,BENITO JUAREZ,2021,1049,1076,537,33,7,4,3,15,109,3,1,1,0,4,1,10,728,537,109,33,428,0.5879120879,76,0.104395604,0.6939942803,73.76%,4.53%,0.96%,0.55%,0.41%,2.06%,14.97%,0.41%,0.14%,0.14%,0.00%,0.55%,0.14%,1.37%,100.00%,73.76%,14.97%,4.53%,PAN,MORENA,PRI,73.76%,4.53%,0.96%,0.55%,2.06%,15.93%,2.20%,100.00%,73.76%,15.93%,4.53%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001C00000026FD5AFDD2CB58C0429716B7515F33409DF18C52D5CB58C07119EEC3375F33404923803AD5CB58C01AB53848345F334090A6799AD7CB58C0F95806BE135F334050613114D8CB58C055D78424105F334075B05ED4D9CB58C017987201F75E3340B04DA263E8CB58C0E60418461E5F3340398F206CE8CB58C07D44FDF5135F3340240E34B2DACB58C0ABBAD560F05E3340504D76C3C9CB58C04AFB0631C65E3340AFEC75DFBBCB58C0825F8496A65E3340FD19BB7DADCB58C0D1B28AB3825E33406F1CADB8A2CB58C0B14DF01D5B5E3340A99EFD4894CB58C0CC41AA73305E334057D21D1692CB58C08C8CE585505E33404FA085438ECB58C0E9FCB8237E5E33401449B0C088CB58C053CA0D3EC55E3340D115104494CB58C05B31F5F3D25E3340AFD266BD98CB58C0C0DF8915D95E3340DE2CD7ECA1CB58C012C1E6C1E55E33401A7C755AADCB58C08905A73AF45E33402B58213EB6CB58C0F6B18060025F334001AD7BADBFCB58C0B79D33272C5F334098160FBCC0CB58C0C4CA79752F5F3340B2A485DFC4CB58C02D0721673C5F3340D9EF6909CBCB58C054AB8FD1475F334057DB0B7FCFCB58C09C3AABF84C5F334026FD5AFDD2CB58C0429716B7515F3340,4480,BENITO JUAREZ,2021,896,905,489,27,4,6,4,12,73,2,2,2,1,2,2,10,636,489,73,27,416,0.6540880503,46,0.072327044,0.7098214286,76.89%,4.25%,0.63%,0.94%,0.63%,1.89%,11.48%,0.31%,0.31%,0.31%,0.16%,0.31%,0.31%,1.57%,100.00%,76.89%,11.48%,4.25%,PAN,MORENA,PRI,76.89%,4.25%,0.63%,0.94%,1.89%,12.42%,2.99%,100.00%,76.89%,12.42%,4.25%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001E000000C2F4B83DDACB58C03E96F270925D3340945648DCDECB58C091FAC6B7845D3340D2EFA118F2CB58C044601D874D5D33402AFBF77FF3CB58C05D246174495D3340FA86E2DFFECB58C049BF7183285D3340FFA6553407CC58C01491CB63105D33401C7308AC11CC58C0ECA52EB4F25C33407F72C44A18CC58C0B72D70E3F25C33409509367218CC58C07A807B9FE95C334022507A500ACC58C0ECA49DB7E85C3340CD9C204608CC58C0471FE685E45C3340C2F15D5401CC58C056410C90D15C33401852A810F6CB58C0B3457F80B35C334061D2CB39F3CB58C05AC3092DAF5C3340F7798A82F2CB58C0C1EF3B6EAD5C334065F9340AEBCB58C0ED1784FAA05C3340429A936AE8CB58C043B3F29A9C5C33407B7E6C1CE4CB58C0B66E0DE1975C3340DA5745CEDFCB58C0F76F2527935C3340F906FB30D9CB58C0EED8ABB3945C3340412DA3A4D6CB58C0488B6C4C955C3340D5483F8AD6CB58C0E733164BA15C3340373A4079D6CB58C056E0A404A95C3340F2092632D6CB58C0DB45BA55C95C33403E7F04A5D5CB58C0D561967A095D3340C591C8F3D5CB58C044F93A53385D3340A660AFFED5CB58C05C8E20CF3E5D33405DC6BEE5D5CB58C017769DFE7D5D33400AC2FE81D7CB58C0FF0CCABF875D3340C2F4B83DDACB58C03E96F270925D3340,4481,BENITO JUAREZ,2021,921,934,484,54,7,2,2,10,84,0,0,0,2,1,2,5,653,484,84,54,400,0.6125574273,30,0.045941807,0.7090119435,74.12%,8.27%,1.07%,0.31%,0.31%,1.53%,12.86%,0.00%,0.00%,0.00%,0.31%,0.15%,0.31%,0.77%,100.00%,74.12%,12.86%,8.27%,PAN,MORENA,PRI,74.12%,8.27%,1.07%,0.31%,1.53%,13.32%,1.38%,100.00%,74.12%,13.32%,8.27%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001C00000008B2E72122C958C004B89E46F15C3340B387FFE224C958C08F57064BB25C33403CD7316526C958C002FDAFCB8F5C33401C0AA62A29C958C0A243126C505C33402ECCA35C23C958C0891E53AD2F5C3340518E806B1EC958C0359DC01D275C33407A8AA21C1DC958C07E04C9EC235C3340B37C8B691CC958C0C736EE37225C3340A16D9EA01BC958C0B6C4C24D205C33401A422C311BC958C00EF1E13D1F5C3340C291569715C958C034E1BF071D5C334030D9FFB90EC958C058C1E3351A5C3340587D8C0F0DC958C042FAAF66195C33409263799A07C958C012D40C5C175C3340E8FF77D301C958C0F7A74B0E155C3340328C0D7900C958C0A32C6989145C3340F71911DEF8C858C0FCC91293115C334071C0C9A7EFC858C0433221A00D5C3340C68D4697EEC858C02B024E2B0D5C3340910AC326EBC858C029CA98024B5C33401E4BA6FAE8C858C023D55CFC745C33408E9F2186E6C858C0C60F3998A05C334007C1910FE4C858C0D48C4C58CC5C3340F2C45B8AF9C858C01EED75B4D85C33404E65538B04C958C0CBF6AB5DDF5C33409E61AF280DC958C03C2BA094E45C33409C573C1216C958C0C0A5ABF9E95C334008B2E72122C958C004B89E46F15C3340,4482,BENITO JUAREZ,2021,1880,1897,767,66,27,10,12,18,290,3,7,8,2,1,0,15,1226,767,290,66,477,0.3890701468,224,0.182707993,0.6521276596,62.56%,5.38%,2.20%,0.82%,0.98%,1.47%,23.65%,0.24%,0.57%,0.65%,0.16%,0.08%,0.00%,1.22%,100.00%,62.56%,23.65%,5.38%,PAN,MORENA,PRI,62.56%,5.38%,2.20%,0.82%,1.47%,24.71%,2.85%,100.00%,62.56%,24.71%,5.38%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000260000001C0AA62A29C958C0A243126C505C3340D46C934A2EC958C05B94DD43F05B334053474E002FC958C04301F6F1E25B3340F117C05131C958C05382BB72B75B3340CB1C4E9C31C958C021C8CDFBB15B3340D6E16A8D33C958C0F8B8108C8D5B334030D2D38334C958C0147A707C7B5B3340377F78D834C958C0FD463148755B334069F472C638C958C07CB21625375B33404A993E4E37C958C0CC26472D3A5B33402BA4208028C958C0CDCB02B9585B3340FDCC9541F9C858C02B8B1FFD4C5B334009042025F9C858C08809390A4F5B33400872C392F8C858C08A59A696595B3340C346F155F8C858C0C4C104F25D5B3340ED52C944F8C858C0FE39CB3A5F5B33401C7E2E27F8C858C07D4E2C72615B33405E1F7CE4F7C858C0D6FD6A70665B3340F1192154F7C858C00DEFF33E715B3340605CA422F7C858C0C3186AF3745B334069E24FA4F5C858C0F8C2223A875B33400C1C03CAEEC858C00AA28167095C3340C68D4697EEC858C02B024E2B0D5C334071C0C9A7EFC858C0433221A00D5C3340F71911DEF8C858C0FCC91293115C3340328C0D7900C958C0A32C6989145C3340E8FF77D301C958C0F7A74B0E155C33409263799A07C958C012D40C5C175C3340587D8C0F0DC958C042FAAF66195C334030D9FFB90EC958C058C1E3351A5C3340C291569715C958C034E1BF071D5C33401A422C311BC958C00EF1E13D1F5C3340A16D9EA01BC958C0B6C4C24D205C3340B37C8B691CC958C0C736EE37225C33407A8AA21C1DC958C07E04C9EC235C3340518E806B1EC958C0359DC01D275C33402ECCA35C23C958C0891E53AD2F5C33401C0AA62A29C958C0A243126C505C3340,4483,BENITO JUAREZ,2021,1181,1202,555,37,20,6,5,4,167,3,2,1,5,4,2,9,820,555,167,37,388,0.4731707317,130,0.158536585,0.6943268417,67.68%,4.51%,2.44%,0.73%,0.61%,0.49%,20.37%,0.37%,0.24%,0.12%,0.61%,0.49%,0.24%,1.10%,100.00%,67.68%,20.37%,4.51%,PAN,MORENA,PRI,67.68%,4.51%,2.44%,0.73%,0.49%,21.46%,2.68%,100.00%,67.68%,21.46%,4.51%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001B000000ABE972C716CA58C077275CE3BA5F33408166BAAA05CA58C03C7F2AE7CC5E33408DCE78D6FFC958C0712C517F755E3340897E6F93F3C958C0BFB202826C5E3340A352C980F0C958C0A46B4A416A5E33403271D35BE7C958C0F468088D635E3340AEF92CFFE2C958C0742657F7B85E3340C8176CDADEC958C089D7C01A0A5F3340CC729C92D0C958C00F671F68015F3340B61B8527C0C958C05BD91168F75E33408C3D4FF8B0C958C0629C5528EE5E3340C48C410DB0C958C0E59683E6045F33406BDE9984ADC958C06AB440A9435F3340A52358A6AAC958C0CF9416B48A5F3340B315632EB2C958C0E7E8DE978D5F334069496EB6B9C958C0FD54A37B905F33409B3804FDC1C958C065BB67A8935F3340AB9DA6A2C7C958C06A06FDD2955F3340F9769A43CAC958C0F91926D5965F334083EE3AADD8C958C000276B819E5F33402AC696D5DFC958C01FCDCC49A25F3340BBED85B4E2C958C08A5FA5A0A35F3340B3C09A90ECC958C03036FA25A85F33403D1C4100F8C958C0DD074D64AD5F334072A782EF02CA58C0EBFFB767B25F3340B5D19D5B0FCA58C08B0588BFB75F3340ABE972C716CA58C077275CE3BA5F3340,4484,BENITO JUAREZ,2021,1959,1980,791,49,13,11,7,23,276,3,7,2,8,3,0,15,1208,791,276,49,515,0.4263245033,227,0.187913907,0.6166411434,65.48%,4.06%,1.08%,0.91%,0.58%,1.90%,22.85%,0.25%,0.58%,0.17%,0.66%,0.25%,0.00%,1.24%,100.00%,65.48%,22.85%,4.06%,PAN,MORENA,PRI,65.48%,4.06%,1.08%,0.91%,1.90%,23.68%,2.90%,100.00%,65.48%,23.68%,4.06%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000110000005389452890C958C04C6C001C7C5F3340D0B5DE4293C958C03575A448345F334001532A0397C958C06DF99F7ADD5E3340B4E99C7E9AC958C0D4607DE58C5E3340F4377B728DC958C0163BA06F835E3340D2005B6680C958C0E411B4F9795E33409382D6CC7CC958C0B45E5770CB5E3340D23B639079C958C0349D7006225F3340213A8B3F6CC958C06D2F40501A5F33404DE834795FC958C01754BAA6135F33404B7B727F5DC958C051C4EC0D3F5F3340BA32E2296AC958C0283A2CB4505F3340B6E2313D70C958C0150D1D945B5F3340DF802B3976C958C09A434FD3645F334064D366107EC958C0E7C01A1B6C5F334064A1E45383C958C0B9D34AFE705F33405389452890C958C04C6C001C7C5F3340,4485,BENITO JUAREZ,2021,1386,1403,559,43,8,6,11,11,196,4,1,0,5,2,0,17,863,559,196,43,363,0.4206257242,153,0.177288528,0.6226551227,64.77%,4.98%,0.93%,0.70%,1.27%,1.27%,22.71%,0.46%,0.12%,0.00%,0.58%,0.23%,0.00%,1.97%,100.00%,64.77%,22.71%,4.98%,PAN,MORENA,PRI,64.77%,4.98%,0.93%,0.70%,1.27%,24.22%,3.13%,100.00%,64.77%,24.22%,4.98%,PAN,MORENA_PT,PRI
0106000020E610000001000000010300000001000000130000004B7B727F5DC958C051C4EC0D3F5F33404DE834795FC958C01754BAA6135F3340213A8B3F6CC958C06D2F40501A5F3340D23B639079C958C0349D7006225F33409382D6CC7CC958C0B45E5770CB5E33403C1E5ABE6FC958C0E4849525C55E3340EB0F22B062C958C0753B227BBE5E3340A15A451756C958C068125ADCB45E3340CFA0B5B148C958C0ADE99110AD5E3340AD8A94C43BC958C0902F29F2A45E334029B3928737C958C0F3140E4EFA5E334098F20CF92AC958C0EB649A78F25E3340EBE00D3B1EC958C0D3367A35EA5E334064DCBEA825C958C0EA667822F85E33404BF387C62AC958C0EF1DE53FFF5E334000B16EC936C958C0BCD129A70D5F3340CAF1030944C958C05EE351FF1D5F334035996FBE50C958C0E850B3742F5F33404B7B727F5DC958C051C4EC0D3F5F3340,4486,BENITO JUAREZ,2021,1675,1693,579,92,7,15,13,17,280,3,5,5,5,1,0,20,1042,579,280,92,299,0.2869481766,188,0.180422265,0.6220895522,55.57%,8.83%,0.67%,1.44%,1.25%,1.63%,26.87%,0.29%,0.48%,0.48%,0.48%,0.10%,0.00%,1.92%,100.00%,55.57%,26.87%,8.83%,PAN,MORENA,PRI,55.57%,8.83%,0.67%,1.44%,1.63%,28.21%,3.65%,100.00%,55.57%,28.21%,8.83%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000001200000029B3928737C958C0F3140E4EFA5E3340AD8A94C43BC958C0902F29F2A45E3340D0381B3B3FC958C073BD226B515E334045EF03F331C958C09FBD46DD485E3340BDE3700425C958C06AB20894415E3340E9F8428917C958C0129E776E395E33400CDA2B8714C958C07AF5169D375E3340B993486614C958C033EFAED43A5E3340B84E5BF112C958C04BBABD4F5F5E3340555A533211C958C043683B218B5E33404DCB79BF0FC958C0BC2593C4B05E3340F9349A2D0FC958C059619992BF5E3340821DF74912C958C067DBDCB8C65E334048B093631BC958C045F9B61FE25E3340C3DC91971DC958C0CF145864E85E3340EBE00D3B1EC958C0D3367A35EA5E334098F20CF92AC958C0EB649A78F25E334029B3928737C958C0F3140E4EFA5E3340,4487,BENITO JUAREZ,2021,1478,1492,433,74,9,7,12,19,260,2,3,0,4,5,2,20,850,433,260,74,173,0.2035294118,186,0.218823529,0.5751014885,50.94%,8.71%,1.06%,0.82%,1.41%,2.24%,30.59%,0.24%,0.35%,0.00%,0.47%,0.59%,0.24%,2.35%,100.00%,50.94%,30.59%,8.71%,PAN,MORENA,PRI,50.94%,8.71%,1.06%,0.82%,2.24%,32.59%,3.65%,100.00%,50.94%,32.59%,8.71%,PAN,MORENA_PT,PRI
0106000020E61000000100000001030000000100000012000000555A533211C958C043683B218B5E3340B84E5BF112C958C04BBABD4F5F5E3340B993486614C958C033EFAED43A5E33400CDA2B8714C958C07AF5169D375E334061B1C6A214C958C035EC15EA345E3340D99EE05D16C958C0B5925A99095E3340755CB60F01C958C0DCCBCADCFC5D334026A3D042EDC858C02718742DF15D3340EDFA06CBEBC858C0A6AE0151185E3340D965E0E9D2C858C0EC7A47CD045E3340366A8F2CD0C858C07A5A1396355E33401BDF75DECDC858C0C516C1A7605E3340D71D51F0E7C858C0779BBA12705E3340EA562B65F5C858C0840E8376785E3340DD0812A3FBC858C05989AFF57C5E334049AE5D1A0CC958C0C96130C8875E3340624B1EB60CC958C0B8208F2E885E3340555A533211C958C043683B218B5E3340,4488,BENITO JUAREZ,2021,1698,1717,640,76,4,13,7,24,262,8,5,2,9,4,2,17,1073,640,262,76,378,0.3522833178,186,0.17334576,0.6319199058,59.65%,7.08%,0.37%,1.21%,0.65%,2.24%,24.42%,0.75%,0.47%,0.19%,0.84%,0.37%,0.19%,1.58%,100.00%,59.65%,24.42%,7.08%,PAN,MORENA,PRI,59.65%,7.08%,0.37%,1.21%,2.24%,25.44%,4.01%,100.00%,59.65%,25.44%,7.08%,PAN,MORENA_PT,PRI
0106000020E6100000010000000103000000010000000F000000EDFA06CBEBC858C0A6AE0151185E334026A3D042EDC858C02718742DF15D3340755CB60F01C958C0DCCBCADCFC5D3340D99EE05D16C958C0B5925A99095E3340B7059E0318C958C0ED95B8E7E15D3340AFC8BCA219C958C04B0281D5BA5D334045A3275A1BC958C085D7C479915D334033B9A65B06C958C0F5D10478845D33403A179AAFF2C858C0E4C8CE47785D334053623D66DBC858C091D7B86D6A5D33400418C73FD9C858C0C171E0BF925D334079AC7507D7C858C020086399BA5D3340BA7573F8D4C858C0851D46DBE05D3340D965E0E9D2C858C0EC7A47CD045E3340EDFA06CBEBC858C0A6AE0151185E3340,4489,BENITO JUAREZ,2021,2007,2026,747,81,12,17,8,17,279,7,6,2,8,2,1,28,1215,747,279,81,468,0.3851851852,198,0.162962963,0.6053811659,61.48%,6.67%,0.99%,1.40%,0.66%,1.40%,22.96%,0.58%,0.49%,0.16%,0.66%,0.16%,0.08%,2.30%,100.00%,61.48%,22.96%,6.67%,PAN,MORENA,PRI,61.48%,6.67%,0.99%,1.40%,1.40%,23.79%,4.28%,100.00%,61.48%,23.79%,6.67%,PAN,MORENA_PT,PRI
